material_id,pretty_formula
mp-975519,Rb
mp-1075,SmNi5
mp-770543,Mn2O3
mp-1184046,CuCl
mp-1211264,KWCl6
mp-1173492,Nb2NiO6
mp-549970,Ba2ZnReO6
mp-1184829,InFeRh2
mvc-11283,Mg(TiS2)4
mp-7028,YbOF
mp-1221712,MnCu(AgO2)2
mp-1237566,Rb3CrF6
mp-865050,HfMgRh2
mp-1226549,CeYC4
mp-774430,Li2MnF4
mp-1222656,Li2TiO3
mp-28520,Rb2SnTe5
mp-10851,SiO2
mp-1102217,NdRu2
mp-1095309,LaAsO4
mp-1206029,Ba2TmTaO6
mp-13277,BaLiP
mp-155,Gd
mvc-11438,CoSe2
mp-1077209,TmCu2
mp-18279,Zr2CuGe4
mp-13940,Sr2TmReO6
mp-1018940,PrSe2
mp-644229,Sr(AlH)2
mp-972406,YbSi2Ni
mp-10076,Hf3(NiGe)4
mp-759459,LiVF4
mp-1245629,BaVN2
mp-984627,Dy2ZnHg
mp-1647269,SrLa3Cr4O12
mp-1219733,PrYSn6
mp-1071848,Pr2Sb
mp-1207156,LiInRh
mp-1105343,SrMn7O12
mp-1205904,Y6MnBi2
mp-33775,La5AgSe8
mp-978973,Sm2ZnHg
mp-9720,Rb3BP2
mp-1105426,Fe4CoB2P
mp-21129,Sr2Cu2O5
mp-568402,Sr(SiPd)2
mp-1205357,KAgF3
mp-1106148,Y3Co13B2
mp-1205385,Dy4CrGa12
mp-1184496,Gd3Lu
mp-30769,Li13Sn5
mp-1915,Fe2B
mp-975634,Pr2Ge5Rh3
mp-1223880,HoCo3Ni2
mp-1077165,YbCu4Au
mp-985438,Ce2CdHg
mp-20352,Ba3In2O6
mp-6996,SmB6
mp-980760,SmNiGe2
mp-1101753,ZrPRh
mp-1111647,K2NaErCl6
mp-1105351,HoCrTeO6
mp-1185831,Mg5Pb
mp-8470,NaPrO2
mp-813,ScAl2
mp-1187603,TmSbRh2
mp-1227331,Ce4Ni3Bi8
mp-4007,Nd(SiNi)2
mvc-7386,ZnMo2O7
mp-1188653,Dy5Rh3
mp-1218750,Sr2NbInO6
mp-1570,YFe2
mp-5506,Ba(AlSi)2
mp-1189582,Y5Ni2Bi
mp-996983,AgAuO2
mp-1221954,MgTi2ZnO6
mp-35421,Ca(LaS2)2
mp-999133,TaPd
mp-11249,LuAu
mp-1071863,PrMgSn
mp-680677,Sn3Ru2
mp-1206513,CeGeBi2
mp-1078231,Sr(GaRh)2
mp-1189385,Nb3B2Ru5
mp-972650,SmDyRh2
mp-1570154,CaCo(GeO3)2
mp-23214,CaCl2
mp-625055,AlHO2
mp-607409,Hf5CuPb3
mp-1078724,LiAsSe2
mp-1188427,Dy2Te3
mp-1226341,Cr4CdCoS8
mp-1210257,Na3TiF6
mp-1184094,Dy2CuPt
mp-755113,V6O11F
mp-775130,Li2CrO3
mp-1112625,Cs2KAsCl6
mp-626270,MnHO2
mvc-16450,CaSnF4
mp-1222456,LiRuRhO4
mp-29506,CsBiO2
mp-1211371,NaCu2H3O10
mp-1225129,EuPPt
mp-1084830,LaGe
mp-17332,Sc5Ga3
mp-1095280,SrFe2S2O
mp-550454,Ba2Mn2As2O
mp-1223788,HoAlGa
mp-863250,TaMn2Ge
mp-13530,SmAsO4
mp-1228046,BaFeCuPb2ClO5
mp-1534,YS
mp-1216928,Tm4CuGe8
mp-36262,BrO2F
mp-1222160,Mg4CuO5
mp-1087538,Sm(SiIr)2
mp-989624,TiPN3
mp-11696,As3W2
mp-1102054,TbNi3
mp-1215783,Zr10Sn7
mp-1106241,BaTbMn2O5
mp-562100,NbS3
mp-15257,Tb2Se3
mp-1215712,Zr2CrFe3
mp-867916,ScGaIr2
mp-1094673,LiMg
mp-1541753,Rb2MgO2
mp-1105980,LuMn4(CuO4)3
mp-1080433,YbNi
mp-28944,BiTeCl
mp-554151,SiO2
mp-1114457,Rb2NaScI6
mp-1186868,TbAgAs2
mp-1183967,GaAg3
mp-22952,CeClO
mp-12884,Hf5Te4
mp-1102633,TmCoSi
mp-1209305,Rb3Yb(PO4)2
mp-1273581,Li3Fe3O8
mp-1114429,Rb2LiScCl6
mp-757221,CuNi9O10
mp-561622,Cs2AgAsS4
mp-7374,Ba(CuO)2
mp-973295,Mg5Hg
mp-685150,PbF2
mp-1029031,MoW3(SeS)4
mp-971944,SrMg3
mp-1018146,GdCoC2
mp-1222361,LiLaTa2O7
mp-13160,YZnGe
mvc-14332,ZnNiF5
mvc-15785,YSnF5
mp-1187831,YbEu3
mp-1212844,Er3Co6Sn5
mp-1518724,BaGdCrFeO6
mp-1522276,Sr2EuSbO6
mp-1189515,LuAl3Ni2
mp-978558,SmErRh2
mp-989643,LaCoN3
mp-557105,K4V2O7
mp-1227766,BaSiGe
mp-1216085,Y3(ZnAu2)2
mp-1223125,La2Si3
mp-23281,SbI3
mp-1099232,Mg6FeNiO8
mp-3498,HfGaNi2
mp-1218984,SmGa3Ag
mp-1569015,ZnNi(GeO3)2
mp-1219753,PrNdSb4
mp-1221225,Na3BrCl2
mp-755287,Ca3CdO4
mp-321,RhPb2
mp-27055,LiVPO5
mp-9573,NaBeAs
mp-19308,Li2NiO2
mp-867223,LiGa2Ni
mp-1188310,Tm5Ge3
mp-632759,CuH4(OF)2
mp-754998,Ce2SeO2
mp-1271693,Fe
mp-1222683,LaYAl4
mp-541600,RbLaTa2O7
mp-1218461,Sr3FeRuO7
mp-1095599,HoCoGe
mp-1205390,Nb3Si
mp-1221619,MnFeSi2
mp-1114363,Rb2NaAuF6
mp-13447,Zn13Rh
mp-1223805,HoCoC
mp-5714,TmCo3B2
mp-1210096,Pr(InPt)2
mp-1112443,K2TmAgCl6
mp-23454,CsAgBr2
mp-762454,LiCrO2
mp-18678,Nd2Ge5Rh3
mp-865319,Tm2CuRu
mp-770956,Li2TiMn2O5
mp-1184105,Dy2TlHg
mp-1147642,Ba2NbBiO6
mp-1225595,Er2MnS4
mp-1206608,K2VCl6
mp-1187822,Y3Tl
mp-27923,TbCl
mp-1095476,LaSnPd
mp-1104542,Cu(RhO2)2
mp-1227458,BaSrPrCu3O7
mp-1178520,CaEu4O5
mp-1183978,Ga3Sn
mp-1029640,Ba3OsN3
mp-1187257,TaZn3
mp-1863,SiAs
mp-864624,HoZnRh2
mp-40066,CaLaMnFeO6
mp-1220913,NaV2Bi3O10
mp-510040,Zr2Ni2Sn
mp-866197,Li2PrPb
mp-1228945,AlCrGe
mp-569250,VIr
mp-974973,HfZrZn2
mp-758532,LiCo2CuO6
mp-1545,Nb3Rh
mp-12109,ZrRe2
mp-1077556,TbSnGe
mp-1187422,Ti2CoOs
mp-756293,La2HfO5
mp-1114420,Rb2LiIrF6
mp-10712,ScRh3C
mp-8098,InGaO3
mp-541885,In3Te4
mp-973109,NdYIr2
mp-10135,YbBPd3
mp-5971,YBPt2
mp-10960,Tb2Ti2S2O5
mp-559348,BaZr(BO3)2
mp-12826,Sb8Te3
mp-1077830,Pr2GeRh3
mp-1190479,Na2Ni3P2(HO5)2
mp-557500,LiNi(PS3)2
mp-1224340,HfNbCN
mp-1185434,LiSnPt2
mp-865025,HfTaRe2
mp-969,YbAl2
mp-1228963,AlAgSnSe4
mp-773515,Te3WO12
mp-1217157,Ti3O4
mp-16377,Ho(SiPt)2
mp-1173309,Sm10Sb3Se7
mp-1518084,Sr2LaBiO6
mp-1091384,NbTl3S4
mp-1232317,K2ZnSe2
mp-1216979,TiCrAgS4
mp-1218365,SrCr2BiO6
mp-753463,LiV2O2F3
mp-510062,CsSmCdSe3
mp-861869,CaLuRh2
mp-1104196,Yb(InS2)2
mp-625998,LiHO
mp-759035,LiVF5
mp-1214324,BaSmFeCuO5
mp-7024,Tb2C3
mp-569089,Dy(PRu)2
mp-989629,CsRb2GaF6
mp-1208621,SrGa4Au3
mp-1113543,Cs2AgAsCl6
mp-1103538,Tb3Ga8Ag3
mp-1001571,CaFeO3
mp-1112013,Cs2NaRuF6
mp-982559,HoAlAu2
mp-889,Cr3B4
mp-11285,Ca3(GaNi)4
mp-2474,YAg
mp-1103578,NdGaCo
mp-753104,Li4Fe3CuO8
mp-1207015,Cs(PRu)2
mp-4426,Li4SeO5
mp-559798,NiF2
mp-643023,Mg2H4Ru
mp-1176437,MnF3
mp-1211301,KSm(CO3)2
mp-779451,Fe2OF3
mp-877,Er2In
mp-2714,Pr2Au
mp-8094,Ba2Hg
mp-1215668,ZnCu2Sn(SeS)2
mp-1218626,Sr4Fe2MoWO12
mp-1187578,YbNbO3
mp-1188577,TmGe2Pt
mp-1095377,ErSnPd
mp-1215338,ZrAl5Cu7
mp-19295,LuVO4
mp-1229211,Cs(NbS2)2
mp-16297,Sc3SnC
mp-981933,NaPd2Pb
mp-28545,RbLiO
mp-1039594,CeMg
mp-1113609,CsRb2ScF6
mp-1303638,V4OF11
mp-865578,LiNd2Ga
mp-1228131,Ba4Nb2WO12
mp-22133,Eu(ZnSi)2
mp-1222653,Li2MgAg
mp-1025402,SrCu
mp-35899,LiMoO2
mp-1188838,CsP(HO2)2
mp-622009,TaNi2TeSe
mp-1218290,SrEu4Se5
mp-867898,DyAgHg2
mp-1105101,Ba9In4
mp-21414,LaIn5Co
mp-1101762,PrAl2Ag
mp-1187716,Y2ZnCu
mp-1188542,Sr(FeSb3)4
mp-1105586,Tb6CoCl10
mp-1226445,Co3Ge2
mp-1226890,Ce4H11
mp-620271,GdBiPt
mp-1222648,Li2MgCd
mp-1070806,BaTi2Sb2O
mp-761568,Rb2CoO3
mp-977537,ZrCdRh2
mp-1222294,LiNdS2
mp-1103956,K(TeMo)3
mp-29857,Bi3Se4Br
mp-861505,Pr2MgTl
mp-1222301,LiTiO2
mp-10500,Ho5Ni2Sb
mp-867310,CeSnAu2
mp-1213919,CeMgIn3Rh
mp-1205855,LaCrSe2O
mp-1104994,Pr(MnAl2)4
mp-570965,Pr6CoBr10
mp-1030195,Te3MoWS
mp-1224102,InCuSnS4
mp-864824,LiTbAu2
mp-384,MgP4
mp-1284095,LiNi3O4
mp-637251,Cs2SiSe4
mp-34169,Zn(InSe2)2
mp-1304962,CaCr2O4
mp-1205741,TiMnAs
mp-1103576,HoGaCo
mp-1226820,Cd5TeS4
mp-1228148,BaInCuF7
mp-1225315,Dy2AlCo3
mp-19824,Ca(MnGe)2
mp-1112485,Cs2ScTlF6
mp-1004525,SmB12
mp-11982,Sr2CaTeO6
mp-21878,CeCo4B
mp-505133,Ta4Co2PdSe12
mp-1216216,YNi3Sn2
mp-11112,Tb(BO2)3
mp-1080181,Pr2InNi2
mp-1217152,Ti2O
mp-971926,YErRu2
mp-1226003,CoPS
mp-1208911,Sm4As3
mp-1104337,Y(VSn)6
mp-570673,ScNi5
mp-1018065,DyFeC2
mp-1025988,Mo3(SeS2)2
mp-19717,TePb
mp-9003,K2NbCuSe4
mp-754497,Mn3O5F
mp-976147,PrEr3
mp-865463,Lu2AlOs
mp-1220164,NdAlSn
mp-9324,Ba3MnN3
mp-1216625,TiOF2
mp-20647,Nd2ScSi2
mp-1024986,CeSbPd
mp-1025923,Te2Mo2WS4
mp-1105110,Sr2Bi2Se3O2
mp-8914,SrGaSn
mp-1207027,Pr2NiGe6
mp-1184254,GaPd3
mp-3702,FeCuPt2
mp-10992,DyCuAs2
mp-1212972,Dy3In5
mp-1224227,In2CuAg(SnS4)2
mp-1226455,Cs2GeB4O9
mp-755023,Mg2Mn3O8
mp-757111,SbOF3
mp-1291590,LiMn3O4
mp-1220392,Nb6GePt
mp-981252,YMg5
mp-867902,LiSiRh2
mp-29738,TlClO3
mp-1215585,Zn4Ni5Ge
mp-1105469,Mg2VB2Ir5
mp-29049,SrCuO3
mp-1215695,Zn3GaAgS5
mp-21111,NdSnPt
mp-1186957,Sc2OsRh
mp-1029312,RbVN2
mp-1201,Sb2Te3
mp-21490,CeSnPd
mp-11992,LiLa2IrO6
mp-1114422,Rb2LiMoBr6
mp-1189135,Dy3Cu3Sb4
mp-754036,VCrO3
mp-1226572,CeGaSi
mp-1225586,ErGaAu
mp-1094440,Mg2Zn
mp-753926,LiVCoO4
mp-560767,KNaTiO3
mp-1224279,HfTiCN
mp-673798,K3ClO
mp-779095,Mn3OF5
mp-1221091,Nb6InTe8
mp-9092,Er2S3
mp-1220675,Nb2(AlGa)3
mp-1106293,EuZrO3
mp-28572,LaBr2
mp-1943,GaSe
mp-30152,CeSbTe
mp-1102997,VBiO4
mp-754916,Li4VCr(TeO6)2
mp-30312,Ca2SiIr2
mp-30864,Y2Sn5Rh3
mp-1189913,Sm3Co11B4
mp-1080427,TmSnIr
mp-761914,LiAgF4
mp-1226914,CdIn2(SeS)2
mvc-9645,BiO2
mp-13955,SmSi2
mp-1444,CaCd2
mp-1114692,Rb3RuF6
mp-1212167,In5CuSe8
mp-5976,Dy(CoSi)2
mp-1189874,Sm5Sn3
mp-589,TbFe2
mp-755671,MnO2
mp-1212785,Gd2NiRuO6
mp-612,PS
mp-9339,NbP
mp-19771,Dy(CoGe)2
mp-754283,HoHO2
mp-1017507,TmAu
mvc-12340,Mn4ZnS8
mp-27248,Na2W4O13
mp-1516963,BaNaYWO6
mp-580234,Fe3RhN
mp-22893,PbI2
mp-754782,Na2CdO3
mp-1112108,Cs2TlSbBr6
mp-1103139,Ca2Hg
mp-1104796,Tb(MnAl2)4
mp-1215660,ZnHg4Te5
mp-4120,CaCuAs
mp-983583,Er2ZnCu
mp-2137,Mg2Ni
mp-1174816,Li6Mn3CoO10
mp-625393,Mn2HO4
mp-13259,CsHoCoSe3
mp-756491,Li4MnCu3O8
mp-974770,NdZn2Cd
mp-1246302,Sr3VN3
mp-22344,Sn7Ru3
mp-3412,Eu(CuSi)2
mp-866120,Tm2TlAg
mp-1225571,Er2FeSi4
mp-1206926,Rb(AsRh)2
mp-1023499,NaMg15
mp-940,GdN
mp-6988,FeN
mp-1176502,LuNbO4
mp-1077126,DySiNi4
mp-1181917,CaRhO3
mp-1105792,Tb5Ge3C
mp-1216323,VMo
mp-752740,LiMnF4
mp-558491,BaAlBO3F2
mp-1220433,Nb4CoPt3
mp-1207024,Zr3Si2
mp-1079745,ErGa2Pd
mp-1206259,TmMgAu
mp-1520435,Ba2SmFeO6
mp-759856,W(OF)2
mp-1112103,Cs2YTlCl6
mp-1218699,SrCaPb6
mp-1215394,Zr3TiZn8
mp-4054,YAl3Ni
mp-867128,Sm2PdRu
mp-1219606,RbSbMoO6
mp-1147575,Li3CuOF3
mvc-4117,Ca2FeSbO6
mp-12922,NdPIr
mp-865168,Be3Ni
mp-1188632,Tm5In3
mp-5787,SrCuO2
mp-865309,Tm2CoIr
mp-4181,Pr2CuO4
mp-1185212,LiCd2Ni
mp-1215945,YGa3Cu
mp-1086660,Nb2FeB2
mp-776984,HoInO3
mp-1221335,Na2Mn3Te4
mp-1206136,BaPrFeCuO5
mp-1218817,Sr2FeSnO6
mp-1019898,LaPO4
mp-19854,Pr2In
mp-555954,BaSnHgS4
mp-1018758,LaZnIn
mp-571071,HoSi2Rh3
mp-1104443,Dy3Ga8Ir3
mp-1205500,Sm3(AgSn)4
mp-20418,SiRh2
mp-1183208,AlGa3
mp-1106076,Zr5NiSb3
mp-862692,DyHoMg2
mp-27243,K2PtBr4
mp-10162,La3Si2
mp-570784,Hf2Al3C4
mp-27934,CdBr2
mp-675010,CsHgCl3
mp-1095035,Eu2InPt2
mp-1215285,ZrCrCuSe4
mp-1206153,Eu2ZrO4
mp-13010,YSn2
mp-1008881,MgNiH
mp-28077,PbBr2
mp-1245698,ZnCrN2
mp-1103990,EuC6
mp-1223972,HoAlCu4
mp-33667,LiDyS2
mp-973734,Lu2InHg
mp-5696,La2Cu2O5
mp-1218904,SrLa2Ti3O9
mp-1213313,Eu5Ga3
mp-1213018,DyFe6(Sn2Ge)2
mp-12732,Dy3(CuSi)4
mp-1106032,Ho5Ge3
mp-1219258,Si3Mo3W2
mp-1215688,ZnInGaO4
mp-1187355,TbMgTl2
mp-510687,DyAgPb
mp-10093,Sr2YbNbO6
mp-22338,EuOF
mp-20069,CoPb2WO6
mp-997014,PbAuO2
mp-864671,HfAlRh2
mp-1223447,KLaF4
mp-1102540,NdGa4Ni
mp-1225351,Dy4MnSe7
mp-572767,CsAuF4
mp-1077365,YTe2
mp-4632,Sr3(PO4)2
mp-21153,ErGeIr
mp-1232292,Mg(AlGe)2
mp-1079623,TaMnSi
mp-555908,CoF2
mp-557483,YbClF
mp-1336,PdO
mp-1018689,ErZnIn
mp-1640617,CaLaFeWO6
mp-1225347,DyAlFe
mp-1219647,Rb2Zn3GeAs4
mp-786,MnSb
mp-973834,PdAu3
mp-14785,Ba(Cu2P)4
mp-1071904,PrCu2
mp-31362,Na3YCl6
mp-1223677,Ir4Os
mp-21393,Ce3Al
mp-1112709,Cs2KSbI6
mp-550433,BeZnO2
mp-972960,La2IrAu
mp-1211405,KTlCl2
mp-1187000,Sm2GaAg
mp-1223754,K(Nb3Se4)2
mp-2413,Ce3Al
mp-773709,Li3Fe(NiO3)2
mp-1185226,La3Yb
mp-18833,Sr3Cr2O8
mp-1078498,ZnCu2SiTe4
mp-1207243,Sm2GaCo2
mp-1218819,Sr2Gd2TlNi2O9
mp-983590,Be3Fe
mp-661,AlN
mp-1215431,ZnCo2
mp-2990,TmAgSn
mp-12505,LuAgSn
mp-984315,Be3Ni
mp-5679,CdSO4
mp-1094909,Mg2Cd
mp-569895,EuCl3
mp-4243,CaIrO3
mp-1208893,Sn7(SI3)2
mp-1221198,Na4AgCl5
mp-1079167,HfGeRh
mp-10250,BaLiF3
mp-643397,H8Pd(NCl3)2
mp-760928,VOF
mp-24113,SnH8(NF3)2
mp-756271,Cu(NiO2)2
mp-1104298,NaCaSiO4
mp-1205852,Tb2Cl3
mp-5451,Er(FeGe)2
mp-975797,PrSm3
mp-12457,LuCuS2
mp-22282,LaIn2
mp-13055,Ba2LaTaO6
mp-862772,CsNd2CuSe4
mp-20478,LuTiSi
mp-1221979,Mn(InTe2)2
mp-1079003,HoNiSn
mp-1217138,Ti3V2Si3
mp-11220,Sc2Al
mp-753055,TbBi5O9
mp-1220994,NaEuSe2
mp-1189879,CdCu2SiSe4
mp-1730,BaGe
mp-1190179,Sc4Co7Ge6
mp-1078562,SrAgSF
mp-1186218,Nb3Os
mp-978268,MgZn
mp-1213983,CaBiPd
mp-1104861,Ba3CdHg10
mp-1113575,Cs2AgAuBr6
mp-1224780,Fe3Ni
mp-1114655,KRb2AsCl6
mp-1078592,ErAlCu
mp-1223150,La4SnBi2
mp-1174177,Li5Co3O8
mp-1210625,LuZnPt
mp-672274,YbIn4Rh
mp-1114460,Rb2NaTbCl6
mp-1111128,K2NaInCl6
mp-1208849,SmZnGe
mp-1080271,Cs2Se
mp-780664,Mn3OF5
mp-1184985,Li2InPb
mp-23514,BiSI
mp-1114424,Rb2LiNdF6
mp-505381,NaLi3(H2N)4
mp-33339,Ba3Ti3O8
mp-5246,KNbO3
mp-568724,YbGePd
mp-1180832,KMnCu3Se4
mp-248,Fe2N
mp-22294,BaEu2NiO5
mp-983602,CdAg2Au
mp-1215402,ZrGa6(FeCo)3
mp-21426,Dy(FeGe)2
mp-1078737,HoCoGe2
mp-1103035,ErGaRh
mp-997001,AgHgO2
mp-568398,CaBiAu
mp-755525,TmTiO3
mp-19127,Sr2FeMoO6
mp-11270,MnBe2
mp-1106276,Tb3Ir
mp-1220038,OsPt3
mp-560170,Nd5Te2Cl3O10
mp-1105925,La7Pd3
mp-571500,Ho(FeB)2
mp-1215616,ZnFe4NiO8
mp-1183908,CaSmIn2
mp-23443,MnTlI3
mp-1205343,CaMnSb2
mp-1188898,LiLa(CO3)2
mp-1276496,NaV2O4
mp-1079288,Pr(PRh)2
mp-1174058,Li4MnCo3O8
mp-1227735,BaSr(FeO3)2
mp-12921,PrPIr
mp-866311,Bi3BrO4
mp-1185060,LaLuMg2
mp-1113323,Cs2YCuI6
mvc-10338,CaHo(NiO3)2
mp-28912,MnInBr3
mp-1226215,Cs2Hf(WO4)3
mp-510482,Er(Ni2As)2
mp-1214720,Ba2Gd(CuO2)4
mp-28866,Te2OsCl12
mp-624221,Ge3Rh5
mp-675767,La2YbS4
mp-1273130,Mg3FeO4
mp-755367,LiTa2CuO6
mp-570308,Eu(NiSb)2
mp-18814,MnCO3
mp-632802,Ba2CaTlCu2O7
mp-1209345,Pr5AgSn3
mp-6644,LiLa2RuO6
mp-11262,YbAu4
mp-10068,Ce2MnN3
mp-1188982,Tm2Si4Mo3
mp-763910,Li4MnFe3O8
mp-1169,ScCu
mp-1077240,NaFeAs
mp-1173952,Li3Mn2O5
mp-1101953,HoOs2
mp-1114581,Rb2LiTlBr6
mp-1184823,HoInPt2
mvc-16352,Zn2MoWO6
mp-676117,Li2CuGe
mp-979269,Tl3Cd
mp-20390,PrSnPt
mp-1205897,Zr6FeBi2
mp-1215612,YbAl7Fe5
mp-863744,Ca2PdAu
mp-1221231,Na3PrTi2Nb2O12
mp-1182245,BaNdCo2O5
mp-15624,Sr2Sb
mp-608072,SrIn
mp-1238835,TiCrCuS4
mp-1275201,Mn2CuO4
mp-1227423,Be8NbCr3
mp-1104485,Y(GaFe)6
mp-9397,HfTlCuSe3
mp-977122,Li5Mg
mp-684798,Ag2Te
mp-1111984,K2EuCuCl6
mp-1226474,CePd2Pt
mp-1080812,TmSb(PbO3)2
mp-29008,Li6MgBr8
mp-1079316,Dy(GePt)2
mp-1071955,AlPS4
mp-763317,LiVGeO5
mp-755252,DyHO2
mp-1185107,KRb3
mp-1029633,CaSnN2
mp-352,HfO2
mp-22535,HfPbO3
mp-29829,LiAuS
mp-20264,Tb(FeGe)2
mp-9368,RbTmS2
mp-22066,Dy(CuGe)2
mp-1228197,Ba3In2WO9
mp-30758,Li2MgPb
mp-22252,LaFe3(BO3)4
mp-21473,Gd(NiP)2
mp-23556,Rb3Mn2Cl7
mp-697144,RbH2N
mp-1187295,Tb3Nd
mp-978083,Pr2ZnAg
mp-28027,AsF3
mp-1517876,BaSrTbZrO6
mp-1227359,Be4AlCr
mp-1225119,GaFeGe
mp-569507,TbTlSe2
mp-1028985,Te3MoWS
mp-1211303,KHg5Br11
mp-23074,BiOF
mp-510369,Ce5Pb3O
mp-1112943,Cs2AgSbBr6
mp-756685,Co(CuO2)4
mp-1219458,SbTeRh
mp-1077404,YbSi2
mp-1186203,Nb2CrOs
mp-569218,Ba3Al3Ga2
mp-20380,HoMnSi
mp-675832,SrCeN2
mp-15638,CdRhF6
mp-1206764,CaAgSn
mp-654,Ce2Fe17
mp-1184401,Gd3Ga
mp-1103217,HoAsSe
mp-1096995,HfSO
mp-1216182,Y(VCo5)2
mp-1594,Ni2Ge
mp-557523,VS2
mp-7159,La3TlC
mp-1114610,Rb2TlSbI6
mp-1094248,YSn3
mp-975184,NdMgTl2
mp-30618,DySnPd
mp-1018009,Li2MgSi
mp-1114507,RbTlF3
mp-561075,Na2CdSnS4
mp-6049,Ba4Tb(RuO4)3
mp-1030327,Te6Mo3WSe2
mp-1522329,BaSrCeTiO6
mp-3861,Al(MoS2)4
mp-1207752,Y2NiRuO6
mp-48,C
mp-6457,La2MgTiO6
mp-989636,BaWN3
mp-1095495,YZn2
mp-757915,LiAgF3
mp-10405,Yb(AlSi)2
mp-1112602,Cs3SbF6
mp-973225,Na2CrH2F8
mp-998606,RbTlBr3
mp-9854,YP5
mp-241,CdF2
mp-1205712,YSiRu2C
mp-559767,LiAsO3
mp-756113,LiFeF3
mp-20804,Rb(InAu2)2
mp-1221088,NaCe2Se3
mp-19412,VAg3O4
mp-2120,HoAg2
mp-1078225,BaLaSi2
mp-569434,Yb2(ZnGe)3
mp-1226922,Ce2NiGe3
mp-1105510,Mn2CrSbO6
mp-1113554,Cs2InAgBr6
mp-981382,MgHg5
mp-304,Ca2Ge
mp-9964,Ti3TlN
mp-632291,H2
mp-1029776,Li2GeN2
mp-6468,BaNd2ZnO5
mp-997036,CdAuO2
mp-365,MgB4
mp-768229,Li2BiS3
mp-2409,Ni5Sb2
mp-1207932,TmGa3Os
mp-1104611,Gd3CI3
mp-570060,Ce6B2(CBr)3
mp-20843,Sr2InPd2
mp-557049,CdSbS2Cl
mvc-14025,Zn2Co3O8
mp-1114413,KRb2TlBr6
mp-1186933,Sc2CdGa
mp-1219595,RbHgSbTe3
mp-18894,CaCo(SiO3)2
mp-756844,Li3Mn4SnO8
mp-975929,Li3Ca
mp-26348,Li2Mo(PO4)2
mp-865909,Yb2HgGe
mp-643697,Rb3MnH5
mp-1187593,Tl3As
mp-1104899,SmFe12
mp-23637,VBiPbO5
mp-1079273,La3Sn7
mp-1104395,Sm3Al11
mp-10180,Li2SbPd
mp-556633,Na3VF6
mp-1021465,Na2ZnSe2
mp-1080176,Gd(BC)2
mp-1219949,Pr2AlFe16
mp-1211388,LaHfF7
mp-1211106,LiPr2RuO6
mp-1218801,Sr2La2MgRuO8
mp-1226365,Cs2Cu3NiF10
mp-1178176,HgPtO2
mp-14970,BaLaCuBO5
mp-1080448,AlPt3
mp-1228449,Ba2TaCu2Pb2ClO8
mp-1226761,CdPbS2
mp-1189253,DyMoC2
mp-1112505,Cs2AlTlCl6
mp-998430,CsInI3
mp-1217239,Ti2FeB2Ru4Rh
mp-505562,CrCuO2
mp-1100785,SrEuIn2
mp-1095435,Ho2(NiB2)3
mvc-9656,CaPr(MoO3)2
mp-29836,Na3HoCl6
mp-1186335,NdYMg2
mp-8298,Sr4P2O
mp-30456,SrLiBi
mp-1423,HoC2
mp-1215672,YbAl7Cu5
mp-288,PtS
mp-1247083,MgCrInS4
mp-12129,LuInPd2
mp-1079546,Nb2GaC
mp-1221827,Mn3Ni4Sn
mp-38152,Sr(SmSe2)2
mp-1223016,LaCeF6
mp-1185919,MgPb
mp-4860,Gd2CuO4
mp-1185347,LiDy2Ga
mp-861945,Ag2F3
mp-1217192,Ti2S3
mp-21330,EuAgAs
mp-1210332,Na3TmBr6
mp-754375,NaTi2O3
mp-753612,LiMn2O2F3
mp-8608,K(Cu2As)2
mp-27254,Ba(TeO3)2
mp-1256211,MgTiSiO5
mp-21492,CeInNi
mp-755391,BaNa2O2
mp-862332,LaHg3
mp-28724,Gd2CI
mp-1111927,K2LiCrF6
mp-975997,NaLi2Pb
mp-16516,TbAl2Ni
mp-675406,Yb(HoS2)2
mp-1111155,KTlBr3
mp-754656,LiMnO2
mp-1173991,Li3Mn2O5
mp-1188908,La2Ni7
mp-1218299,SrEu(PPt)2
mp-1226697,CeYFe17
mp-1215686,ZnNi4O5
mp-6140,PrNi2B2C
mp-1243,Ga2O3
mp-1184762,GdErIn2
mp-754793,LiCoPHO5
mp-1223084,LaGa2Pt3
mp-998147,TlCuCl3
mp-1226616,CeDyC4
mp-23955,CuH2SeO5
mp-1217985,Ta2MnV3
mp-997008,TlAuO2
mp-1078303,Ba2YOsO6
mp-16240,Ag3Sb
mp-1078261,Ho2Ni2Sn
mp-972541,SmTmTl2
mp-2747,TbPd3
mp-607225,Mn2Ga5
mp-567780,RbSn2Br5
mp-1007663,HoTlTe2
mp-541404,VO2
mp-1212834,GdNiPb
mp-15079,Cs4KLiGa2F12
mp-1103923,Tl(Mo3Se4)2
mp-1208927,Sr2ErTaO6
mp-570835,NiHg4
mp-1224628,GdBO3
mp-1177858,Li2TiCoO4
mp-1522153,BaCe2EuO6
mp-865747,Y2MgGe2
mp-1104273,Nd(Al2Fe)4
mp-1223110,La4SbTe7
mp-10750,Dy
mp-571424,TiCl3
mp-763784,LiMn2F6
mp-1104757,Gd5(FeB3)2
mp-1114625,Rb3InCl6
mp-972099,YbMg3
mp-1173956,Li3Mn2CoO6
mp-559178,TmMoClO4
mp-9969,ScSi
mp-1220455,NbW3S8
mp-7426,Ba(ZnP)2
mp-1181188,H2
